ticker,schemaVersion,modoNiveles,marcoCalculo,zonaLowManual,zonaHighManual,soporteManual,invalidationManual,resistenciaManual,liquidezManual,avwapPivotManual,avwapBreakoutManual,extendedTarget,asOf,fuenteDatos,swingSma20,swingSma50,swingTarget,pivotLowAnchorAt,breakoutAnchorAt,swingVerdict,swingDirection,swingScore,swingEntryGatePassed,stImpulseLow,stImpulseHigh,stImpulseLowAt,stImpulseHighAt,stFib618,stFib50,stFib1618,stZoneLow,stZoneHigh,stSupport20,stResistance20,stInvalidation,stPrimaryTarget,stExtendedTarget,stGeometryStatus,stMaturity,stEligible,stReasons,geriZoneLow,geriZoneHigh,geriInvalidation,geriActiveLevelKind,geriActiveLevelPrice,geriActiveLevelSequence,geriMaturity,geriTradeSide,geriBounceConfirmed,geriFastConfirmation,geriFourHourConfirmation,geriReasons,geriN1Kind,geriN1Price,geriN2Kind,geriN2Price,geriN3Kind,geriN3Price,swingInvalidationSources,supportState,supportConfirmationType,supportZoneLow,supportZoneCenter,supportZoneHigh,supportInvalidation,supportScore,supportReactionScore,supportReversalScore,supportActionabilityScore,supportZonePosition,supportSources,supportImpulseOrigin,supportImpulseOriginAt,supportImpulsePeak,supportImpulseAdvancePercent,supportFib50,supportFib618,supportFib786,supportReasons
DCI,3,MANUAL,DIARIO FIJO,89.3288,91.6622,89.0800,87.7438,98.6100,98.9700,90.4955,94.2218,109.3533,2026-09-04T20:00:00Z,ALPACA_DIRECTO,93.3070,92.3520,97.5424,2026-09-02T04:00:00Z,2026-08-04T04:00:00Z,WATCH,BULLISH,46.00,false,83.5300,99.4900,2026-06-11T04:00:00Z,2026-08-05T04:00:00Z,89.6267,91.5100,109.3533,89.6267,91.5100,89.0800,98.5500,87.9133,98.5500,109.3533,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,89.0800,1,BUILDING,LONG,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:1:SUPPORT,SUPPORT,89.0800,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
SW,3,MANUAL,DIARIO FIJO,45.9985,47.4135,44.4100,43.7439,50.0200,50.5200,47.2819,48.1058,60.2465,2026-09-04T20:00:00Z,ALPACA_DIRECTO,48.0255,46.7060,50.0322,2026-08-25T04:00:00Z,2026-07-28T04:00:00Z,WATCH,BULLISH,41.00,false,38.6300,51.9900,2026-06-11T04:00:00Z,2026-07-28T04:00:00Z,43.7335,45.3100,60.2465,43.7335,45.3100,44.4100,50.5200,43.7025,50.5200,60.2465,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,45.0366,45.5434,44.7831,SUPPORT,45.2900,3,ARMED,LONG,false,false,false,manual_monitor_only|g0_level_armed|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,46.8750,RESISTANCE,48.6500,SUPPORT,45.2900,SWING_DIARIO,FIRST_TOUCH,NONE,46.5135,46.8923,47.3465,45.4523,99.0000,62.6000,10.0000,48.3144,BELOW_ZONE,pivot_daily_358|pivot_daily_366|daily_sma50|weekly_sma10,42.4200,2026-07-21T04:00:00Z,51.9900,22.5601,0,0,0,key_support_first_touch
NLY,3,MANUAL,DIARIO FIJO,22.6139,22.9298,22.5700,22.2315,23.7400,23.9100,22.7718,23.0438,25.2757,2026-09-04T20:00:00Z,ALPACA_DIRECTO,23.1020,22.9048,23.9670,2026-09-02T04:00:00Z,2026-08-19T04:00:00Z,WATCH,BULLISH,61.00,false,21.7001,23.9100,2026-06-11T04:00:00Z,2026-08-19T04:00:00Z,22.5443,22.8051,25.2757,22.5443,22.8051,22.5700,23.9100,22.4120,23.9100,25.2757,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,22.3968,22.5032,22.3437,SUPPORT,22.4500,3,EXTENDED,LONG,false,false,false,manual_monitor_only|impulse_extended_awaiting_pullback|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,22.8450,RESISTANCE,23.1300,SUPPORT,22.4500,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
GGG,3,MANUAL,DIARIO FIJO,76.7911,78.5385,75.8993,74.7608,83.5400,84.3000,77.6648,79.5969,91.5846,2026-09-04T20:00:00Z,ALPACA_DIRECTO,80.3125,78.4052,84.1184,2026-09-02T04:00:00Z,2026-07-28T04:00:00Z,WATCH,BULLISH,41.00,false,72.5127,84.3000,2026-07-09T04:00:00Z,2026-08-11T04:00:00Z,77.0154,78.4064,91.5846,77.0154,78.4064,75.8993,84.3000,75.0256,84.3000,91.5846,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,78.6000,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,78.6000,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
KWEB,3,MANUAL,DIARIO FIJO,26.3029,26.7322,25.2400,24.8614,29.1200,29.1400,26.5175,26.8468,32.7924,2026-09-04T20:00:00Z,ALPACA_DIRECTO,26.6530,26.7056,28.4272,2026-08-13T04:00:00Z,2026-08-10T04:00:00Z,AVOID,BEARISH,0.00,false,23.2300,29.1400,2026-06-26T04:00:00Z,2026-08-10T04:00:00Z,25.4876,26.1850,32.7924,25.4876,26.1850,25.2400,29.1400,25.0254,29.1400,32.7924,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|recovery_observation_watching,0,0,0,SUPPORT,25.2400,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,25.9150,SUPPORT,25.2400,SIN_DATO,0,SWING_DIARIO,SINGLE_SUPPORT_NEARBY,NONE,26.0771,26.1200,26.1629,25.7551,32.0000,0,0,10.2531,BELOW_ZONE,pivot_daily_347,23.2300,2026-06-26T04:00:00Z,29.1400,25.4412,0,0,0,single_support_nearby_without_independent_confluence|informational_only_not_swing_confirmation
WBI,3,MANUAL,DIARIO FIJO,31.7690,32.8897,30.6150,30.1558,32.6900,33.1250,31.9478,32.3293,42.6930,2026-09-04T20:00:00Z,ALPACA_DIRECTO,31.9540,33.0134,36.3184,2026-08-24T04:00:00Z,2026-06-12T04:00:00Z,WATCH,BULLISH,3.00,false,27.5000,36.8900,2026-06-24T04:00:00Z,2026-07-22T04:00:00Z,31.0870,32.1950,42.6930,31.0870,32.1950,30.6150,33.0101,30.0547,33.0101,42.6930,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|base_gate_failed|insufficient_reward_risk|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,32.8700,3,ARMED,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:SHORT|active_level:3:RESISTANCE,RESISTANCE,32.1999,SUPPORT,31.3801,RESISTANCE,32.8700,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
SVV,3,MANUAL,DIARIO FIJO,10.1017,10.5060,9.9600,9.8106,12.2900,12.6900,10.2862,10.8951,15.1187,2026-09-04T20:00:00Z,ALPACA_DIRECTO,10.7465,10.3038,11.6988,2026-09-01T04:00:00Z,2026-08-07T04:00:00Z,WATCH,BULLISH,64.00,false,8.7600,12.6900,2026-07-23T04:00:00Z,2026-08-07T04:00:00Z,10.2613,10.7250,15.1187,10.2613,10.7250,9.9600,12.4100,9.7579,12.4100,15.1187,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,9.8350,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,10.2800,SUPPORT,9.8350,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
MCHB,3,MANUAL,DIARIO FIJO,15.6081,15.9185,15.4850,15.2527,17.1700,17.3750,15.7633,16.4587,19.1641,2026-09-04T20:00:00Z,ALPACA_DIRECTO,16.3498,16.2699,16.9396,2026-09-01T04:00:00Z,2026-08-03T04:00:00Z,WATCH,BULLISH,64.00,false,14.4800,17.3750,2026-06-17T04:00:00Z,2026-08-13T04:00:00Z,15.5859,15.9275,19.1641,15.5859,15.9275,15.4850,17.3750,15.3298,17.3750,19.1641,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,15.7050,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,15.8700,SUPPORT,15.7050,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
UMAC,3,MANUAL,DIARIO FIJO,22.7581,25.0551,22.2900,21.9557,34.0600,34.9264,23.9066,27.9090,46.7589,2026-09-04T20:00:00Z,ALPACA_DIRECTO,26.2555,22.8724,27.4286,2026-09-02T04:00:00Z,2026-08-14T04:00:00Z,WATCH,BULLISH,50.00,false,15.7800,34.9264,2026-07-17T04:00:00Z,2026-08-14T04:00:00Z,23.0939,25.3532,46.7589,23.0939,25.3532,22.2900,34.9264,21.1415,34.9264,46.7589,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,21.9648,22.6152,21.6396,SUPPORT,22.2900,3,ARMED,LONG,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,22.9200,RESISTANCE,24.3300,SUPPORT,22.2900,SWING_DIARIO,BASE_BUILDING,NONE,22.0603,22.9851,23.6397,20.3376,99.0000,64.6000,25.0000,63.9744,ABOVE_ZONE,pivot_daily_357|pivot_daily_376|daily_sma50|weekly_sma10,23.4100,2026-08-06T04:00:00Z,34.9264,49.1944,0,0,0,consolidation_above_key_support|base_requires_breakout_confirmation
HYMC,3,MANUAL,DIARIO FIJO,21.7337,23.7390,21.5100,21.1874,27.9000,29.7700,22.7363,25.4336,37.0327,2026-09-04T20:00:00Z,ALPACA_DIRECTO,25.4433,23.0980,25.6952,2026-09-01T04:00:00Z,2026-08-11T04:00:00Z,WATCH,BULLISH,30.00,false,18.0180,29.7700,2026-07-17T04:00:00Z,2026-08-12T04:00:00Z,22.5073,23.8940,37.0327,22.5073,23.8940,21.5100,29.7700,20.5074,29.7700,37.0327,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,SUPPORT,18.6000,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,20.1700,SUPPORT,18.6000,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
ABVX,3,MANUAL,DIARIO FIJO,111.6461,115.3472,110.2200,108.5667,130.9300,133.5200,113.4966,128.0898,193.2114,2026-09-04T20:00:00Z,ALPACA_DIRECTO,117.8585,125.1534,126.9816,2026-09-01T04:00:00Z,2026-07-02T04:00:00Z,AVOID,BEARISH,0.00,false,74.7900,147.9800,2026-06-24T04:00:00Z,2026-07-06T04:00:00Z,102.7486,111.3850,193.2114,102.7486,111.3850,110.2200,130.5000,108.3695,130.5000,193.2114,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,110.2200,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,114.3300,SUPPORT,110.2200,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
SHW,3,MANUAL,DIARIO FIJO,324.1665,331.3935,327.7800,322.8633,369.7300,372.1600,341.7740,350.8100,416.0751,2026-09-04T20:00:00Z,ALPACA_DIRECTO,347.6100,343.0074,355.1334,2026-08-20T04:00:00Z,2026-08-05T04:00:00Z,WATCH,BULLISH,26.00,false,301.1000,372.1600,2026-07-23T04:00:00Z,2026-08-07T04:00:00Z,328.2449,336.6300,416.0751,328.2449,336.6300,327.7800,368.3200,324.1665,368.3200,416.0751,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|spot_in_zone|swing_trade_entry_trigger_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,336.0700,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,336.0700,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
SILC,3,MANUAL,DIARIO FIJO,41.1120,44.5118,38.5600,38.2200,49.5000,52.0400,42.8825,45.1208,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,43.7545,42.8119,47.0700,2026-08-21T04:00:00Z,2026-08-14T04:00:00Z,AVOID,BEARISH,35.00,true,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,33.2866,34.7134,32.5732,SUPPORT,34.0000,3,EXTENDED,LONG,false,false,false,manual_monitor_only|impulse_extended_awaiting_pullback|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,37.7215,RESISTANCE,48.0000,SUPPORT,34.0000,SWING_DIARIO,LIQUIDITY_SWEEP,NONE,41.8079,42.8128,43.7344,39.2581,89.0000,63.6000,45.0000,58.7719,BELOW_ZONE,daily_sma50|weekly_sma10|fib_0618|fib_0786,35.6200,2026-08-03T04:00:00Z,52.0400,46.0977,44.2700,43.3944,42.1479,liquidity_sweep_waiting_for_reclaim
BXP,3,MANUAL,DIARIO FIJO,66.8792,68.4910,66.5500,65.5518,72.1300,72.2500,67.6851,69.4299,82.3436,2026-09-04T20:00:00Z,ALPACA_DIRECTO,68.3150,68.6312,72.0564,2026-09-02T04:00:00Z,2026-07-29T04:00:00Z,WATCH,BULLISH,18.00,false,62.9600,74.9400,2026-06-17T04:00:00Z,2026-07-29T04:00:00Z,67.5364,68.9500,82.3436,67.5364,68.9500,66.1650,72.2500,65.3591,72.2500,82.3436,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,74.9400,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,68.3800,RESISTANCE,74.9400,SIN_DATO,0,SWING_DIARIO,FIRST_TOUCH,NONE,65.9178,66.3800,67.1021,64.7090,100.0000,65.0000,10.0000,53.2787,ABOVE_ZONE,pivot_daily_361|pivot_daily_365|pivot_daily_376|pivot_weekly_414|weekly_sma200,63.4050,2026-06-24T04:00:00Z,74.9400,18.1926,69.2075,68.4895,67.4672,key_support_first_touch
ACVA,3,MANUAL,DIARIO FIJO,7.1732,7.5289,6.6000,6.5010,8.2700,8.3550,7.4257,7.4793,9.8984,2026-09-04T20:00:00Z,ALPACA_DIRECTO,7.3510,7.4266,7.9680,2026-08-11T04:00:00Z,2026-07-28T04:00:00Z,WATCH,BULLISH,0.00,false,5.9100,8.3750,2026-06-11T04:00:00Z,2026-07-29T04:00:00Z,6.8516,7.1425,9.8984,6.8516,7.1425,6.6000,8.3550,6.4222,8.3550,9.8984,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,6.6024,6.7376,6.5347,SUPPORT,6.6700,3,ARMED,LONG,false,false,false,manual_monitor_only|g0_level_armed|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,7.6000,RESISTANCE,8.0800,SUPPORT,6.6700,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
AMRX,3,MANUAL,DIARIO FIJO,16.9275,17.4226,17.1750,16.9174,18.4200,18.7600,17.7775,18.0146,21.6887,2026-09-04T20:00:00Z,ALPACA_DIRECTO,17.8175,17.7646,18.5302,2026-08-31T04:00:00Z,2026-07-29T04:00:00Z,WATCH,BULLISH,21.00,false,15.3300,19.2600,2026-06-11T04:00:00Z,2026-07-29T04:00:00Z,16.8313,17.2950,21.6887,16.8313,17.2950,16.7700,18.7600,16.5225,18.7600,21.6887,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|support_confluence|base_gate_failed|insufficient_reward_risk|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,19.1500,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,17.6500,RESISTANCE,19.1500,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
NEXA,3,MANUAL,DIARIO FIJO,13.5509,14.4291,13.1000,12.9035,15.8200,15.9500,13.5028,13.9900,18.6507,2026-09-04T20:00:00Z,ALPACA_DIRECTO,14.2745,13.5798,15.6230,2026-09-01T04:00:00Z,2026-08-25T04:00:00Z,WATCH,BULLISH,64.00,false,11.5800,15.9500,2026-07-01T04:00:00Z,2026-08-26T04:00:00Z,13.2493,13.7650,18.6507,13.2493,13.7650,13.1000,15.9500,12.6609,15.9500,18.6507,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,13.2200,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,13.5700,SUPPORT,13.2200,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
OTTR,3,MANUAL,DIARIO FIJO,89.7664,91.3189,88.4450,87.1183,94.2800,95.0900,90.5426,0,101.9436,2026-09-04T20:00:00Z,ALPACA_DIRECTO,91.4925,91.1938,95.3434,2026-08-21T04:00:00Z,SIN_DATO,WATCH,BULLISH,35.00,false,84.0000,95.0900,2026-08-04T04:00:00Z,2026-08-11T04:00:00Z,88.2364,89.5450,101.9436,88.2364,89.5450,88.4450,95.0900,87.6688,95.0900,101.9436,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,94.3000,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,90.1500,RESISTANCE,94.3000,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
WST,3,MANUAL,DIARIO FIJO,337.3874,344.5872,335.5100,330.4774,354.0700,360.2850,340.9873,349.6527,425.5891,2026-09-04T20:00:00Z,ALPACA_DIRECTO,347.2290,350.1190,358.9552,2026-08-31T04:00:00Z,2026-07-01T04:00:00Z,WATCH,BULLISH,4.00,false,321.9400,386.0000,2026-06-17T04:00:00Z,2026-07-23T04:00:00Z,346.4109,353.9700,425.5891,346.4109,353.9700,335.5100,360.2850,331.9101,360.2850,425.5891,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|base_gate_failed|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,330.6900,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,339.6100,SUPPORT,330.6900,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
APPS,3,MANUAL,DIARIO FIJO,10.3940,11.0672,9.7500,9.6038,14.3900,15.3350,10.3908,12.0590,19.9638,2026-09-04T20:00:00Z,ALPACA_DIRECTO,11.4565,10.7306,12.9224,2026-09-02T04:00:00Z,2026-08-06T04:00:00Z,WATCH,BULLISH,46.00,false,7.8450,15.3350,2026-07-31T04:00:00Z,2026-08-07T04:00:00Z,10.7062,11.5900,19.9638,10.7062,11.5900,9.7500,15.0600,9.4134,15.0600,19.9638,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,11.0000,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,11.0000,SIN_DATO,0,SIN_DATO,0,SWING_DIARIO,LIQUIDITY_SWEEP,NONE,10.6633,10.7436,10.8238,10.1584,51.0000,48.4000,0.0000,34.7900,IN_ZONE,daily_sma50|weekly_sma10,7.8450,2026-07-31T04:00:00Z,15.3350,95.4748,0,0,0,liquidity_sweep_waiting_for_reclaim
TSAT,3,MANUAL,DIARIO FIJO,43.2828,45.9074,41.7350,41.1090,61.4000,61.5399,44.5951,47.1147,78.4730,2026-09-04T20:00:00Z,ALPACA_DIRECTO,47.3405,44.4342,52.5270,2026-09-02T04:00:00Z,2026-08-12T04:00:00Z,WATCH,BULLISH,46.00,false,34.1400,61.5399,2026-07-29T04:00:00Z,2026-08-12T04:00:00Z,44.6068,47.8400,78.4730,44.6068,47.8400,41.7350,61.5399,40.4227,61.5399,78.4730,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,42.4200,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,43.9999,SUPPORT,42.4200,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
IRDM,3,MANUAL,DIARIO FIJO,46.5327,47.4586,46.1400,45.4479,50.2000,50.9700,46.9956,49.0817,67.4264,2026-09-04T20:00:00Z,ALPACA_DIRECTO,48.2110,48.6020,50.8542,2026-09-01T04:00:00Z,2026-07-01T04:00:00Z,AVOID,BEARISH,0.00,false,40.6000,57.1800,2026-06-25T04:00:00Z,2026-07-02T04:00:00Z,46.9336,48.8900,67.4264,46.9336,48.8900,46.1400,50.9700,45.6771,50.9700,67.4264,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,46.6650,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,48.1800,SUPPORT,46.6650,SIN_DATO,0,SWING_DIARIO,SINGLE_SUPPORT_NEARBY,NONE,46.0474,46.1400,46.2326,45.3530,32.0000,0,0,0.0000,ABOVE_ZONE,pivot_daily_375,44.2100,2026-07-28T04:00:00Z,50.9700,15.2907,0,0,0,single_support_nearby_without_independent_confluence|informational_only_not_swing_confirmation
ARQQ,3,MANUAL,DIARIO FIJO,20.7004,22.3038,18.6000,18.3210,24.3900,24.9000,20.5380,21.5021,42.2338,2026-09-04T20:00:00Z,ALPACA_DIRECTO,21.6245,20.7197,27.4980,2026-09-02T04:00:00Z,2026-08-11T04:00:00Z,WATCH,BULLISH,51.00,false,12.7700,30.9800,2026-06-11T04:00:00Z,2026-07-01T04:00:00Z,19.7262,21.8750,42.2338,19.7262,21.8750,18.6000,24.9000,17.7983,24.9000,42.2338,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,21.9500,3,ARMED,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:SHORT|active_level:3:RESISTANCE,RESISTANCE,20.9900,SUPPORT,20.1300,RESISTANCE,21.9500,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
